timestamp_utc,session_id,source_id,clue,answer_raw,answer_norm,answer_len,clue_len,filled_indices,filled_pairs,shown_pattern,user_guess_raw,user_guess_norm,user_correct,revealed,num_remaining_correct
2025-11-05T22:56:51Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,9/8/2021_ERIC,"""Spamalot"" writer Idle",ERIC,ERIC,4,22,"[1, 3]","[[1, ""R""], [3, ""C""]]",_R_C,eric,ERIC,1,0,2
2025-11-05T22:56:56Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,4/27/2021_SUGARDADDY,"Wealthy boyfriend, perhaps",SUGARDADDY,SUGARDADDY,10,26,"[1, 5, 6, 8]","[[1, ""U""], [5, ""D""], [6, ""A""], [8, ""D""]]",_U___DA_D_,sugardaddy,SUGARDADDY,1,0,6
2025-11-05T22:57:27Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,5/30/2019_TAX,Duty,TAX,TAX,3,4,[1],"[[1, ""A""]]",_A_,,,0,0,0
2025-11-05T22:57:38Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,3/22/2016_ETO,D.D.E.'s charge in W.W. II,ETO,ETO,3,26,"[0, 2]","[[0, ""E""], [2, ""O""]]",E_O,evo,EVO,0,0,0
2025-11-05T22:57:48Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,6/16/2019_NOMEN,"The ""Tullius"" of Marcus Tullius Cicero",NOMEN,NOMEN,5,38,[0],"[[0, ""N""]]",N____,,,0,0,0
2025-11-05T22:58:01Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,2/3/2018_HALLPASS,Toilet paper?,HALLPASS,HALLPASS,8,13,[],[],________,,,0,0,0
2025-11-05T22:58:05Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,3/20/2019_DONHO,"""Tiny Bubbles"" crooner",DONHO,DONHO,5,22,[],[],_____,,,0,0,0
2025-11-05T22:58:09Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,5/21/2018_JEAN,Levi's material,JEAN,JEAN,4,15,"[1, 2]","[[1, ""E""], [2, ""A""]]",_EA_,jean,JEAN,1,0,2
2025-11-05T22:58:13Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,10/4/2018_ACLU,Org. defending 1-Across rights,ACLU,ACLU,4,30,[2],"[[2, ""L""]]",__L_,aclu,ACLU,1,0,3
2025-11-05T22:58:55Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,12/14/2019_HITAT,Try to punch,HITAT,HITAT,5,12,[4],"[[4, ""T""]]",____T,quit,QUIT,0,0,0
2025-11-05T23:00:08Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,3/21/2021_NBA,Hoops grp.,NBA,NBA,3,10,[1],"[[1, ""B""]]",_B_,nba,NBA,1,0,2
2025-11-05T23:00:10Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,9/9/2020_EMU,Bird able to run faster than the fastest human,EMU,EMU,3,46,[1],"[[1, ""M""]]",_M_,emu,EMU,1,0,2
2025-11-05T23:00:12Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,6/6/2019_RIO,Feature on a Spanish map,RIO,RIO,3,24,[1],"[[1, ""I""]]",_I_,rio,RIO,1,0,2
2025-11-05T23:00:14Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,12/20/2018_SANS,Comic ___ (typeface),SANS,SANS,4,20,"[0, 1, 2]","[[0, ""S""], [1, ""A""], [2, ""N""]]",SAN_,sans,SANS,1,0,1
2025-11-05T23:00:21Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,5/8/2021_WHO,It becomes another question when its first letter is moved to the end,WHO,WHO,3,69,[1],"[[1, ""H""]]",_H_,who,WHO,1,0,2
2025-11-05T23:00:25Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,9/13/2019_TIRADE,"Tweetstorm, e.g.",TIRADE,TIRADE,6,16,[],[],______,tirade,TIRADE,1,0,6
2025-11-05T23:00:27Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,9/17/2018_TUNE,"Adjust, as a piano",TUNE,TUNE,4,18,[],[],____,tune,TUNE,1,0,4
2025-11-05T23:00:31Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,9/27/2021_INES,Mexican poet Juana ___ de la Cruz,INES,INES,4,33,"[1, 2]","[[1, ""N""], [2, ""E""]]",_NE_,inez,INEZ,0,0,1
2025-11-05T23:00:45Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,5/3/2019_ETTORE,"Automaker Bugatti who reportedly said ""I make my cars to go, not to stop""",ETTORE,ETTORE,6,73,"[1, 2, 3, 4, 5]","[[1, ""T""], [2, ""T""], [3, ""O""], [4, ""R""], [5, ""E""]]",_TTORE,attore,ATTORE,0,0,0
2025-11-05T23:00:47Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,2/18/2020_STAN,Lee of Marvel Comics,STAN,STAN,4,20,"[1, 2, 3]","[[1, ""T""], [2, ""A""], [3, ""N""]]",_TAN,stan,STAN,1,0,1
2025-11-06T01:14:49Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,10/20/2018_SPA,Steamy place,SPA,SPA,3,12,[],[],___,spa,SPA,1,0,0,0,3
2025-11-06T01:14:53Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,2/23/2018_MACHONE,Speed of sound,MACHONE,MACHONE,7,14,"[3, 5, 6]","[[3, ""H""], [5, ""N""], [6, ""E""]]",___H_NE,machone,MACHONE,1,0,0,0,4
2025-11-06T01:14:56Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,3/21/2021_DRAT,"""Phooey!""",DRAT,DRAT,4,9,[2],"[[2, ""A""]]",__A_,drat,DRAT,1,0,0,0,3
2025-11-06T01:15:01Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,3/26/2016_CETERA,"Latin word usually shortened to ""c.""",CETERA,CETERA,6,36,[2],"[[2, ""T""]]",__T___,,,0,0,0,0,0
2025-11-06T01:15:14Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,8/5/2018_TAGS,Makes out?,TAGS,TAGS,4,10,"[1, 2, 3]","[[1, ""A""], [2, ""G""], [3, ""S""]]",_AGS,tafs,TAFS,0,0,0,0,1
2025-11-06T01:15:24Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,6/11/2016_RARA,"Hardly seen, to Seneca",RARA,RARA,4,22,"[0, 3]","[[0, ""R""], [3, ""A""]]",R__A,rica,RICA,0,0,0,0,0
2025-11-06T01:15:31Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,3/28/2019_ICAN,Volunteer's offer,ICAN,ICAN,4,17,[3],"[[3, ""N""]]",___N,ican,ICAN,1,0,0,0,3
2025-11-06T01:15:40Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,6/11/2017_RADS,They may be high in a fallout zone,RADS,RADS,4,34,"[1, 2, 3]","[[1, ""A""], [2, ""D""], [3, ""S""]]",_ADS,,,0,0,0,0,0
2025-11-06T01:15:45Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,10/3/2020_TORT,"Fraud, for example",TORT,TORT,4,18,[3],"[[3, ""T""]]",___T,,,0,0,0,0,0
2025-11-06T01:15:53Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,3/27/2016_JIF,Peter Pan rival,JIF,JIF,3,15,[],[],___,,,0,0,0,0,0
2025-11-06T01:15:59Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,7/4/2021_AGES,A mighty long time,AGES,AGES,4,18,"[1, 3]","[[1, ""G""], [3, ""S""]]",_G_S,ages,AGES,1,0,0,0,2
2025-11-06T01:16:01Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,4/25/2016_HASTE,Proverbial waste maker,HASTE,HASTE,5,22,"[0, 2, 3, 4]","[[0, ""H""], [2, ""S""], [3, ""T""], [4, ""E""]]",H_STE,haste,HASTE,1,0,0,0,1
2025-11-06T01:16:08Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,6/28/2018_DUSTERS,Cleaning tools,DUSTERS,DUSTERS,7,14,"[0, 2, 6]","[[0, ""D""], [2, ""S""], [6, ""S""]]",D_S___S,,,0,0,0,0,0
2025-11-06T01:16:10Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,6/5/2018_KNEE,Bendable body part,KNEE,KNEE,4,18,"[1, 2, 3]","[[1, ""N""], [2, ""E""], [3, ""E""]]",_NEE,knee,KNEE,1,0,0,0,1
2025-11-06T01:16:14Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,1/5/2016_EMITS,Gives off,EMITS,EMITS,5,9,"[3, 4]","[[3, ""T""], [4, ""S""]]",___TS,emits,EMITS,1,0,0,0,3
2025-11-06T01:16:27Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,10/3/2020_HEARTIES,Pirates' terms of address,HEARTIES,HEARTIES,8,25,"[1, 2, 3]","[[1, ""E""], [2, ""A""], [3, ""R""]]",_EAR____,dearcapt,DEARCAPT,0,0,0,0,0
2025-11-06T01:16:37Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,7/19/2018_UMP,"First, second or third person",UMP,UMP,3,29,"[0, 1]","[[0, ""U""], [1, ""M""]]",UM_,ump,UMP,1,0,0,0,1
2025-11-06T01:16:39Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,7/20/2020_WAN,"Pale, as a face",WAN,WAN,3,15,[0],"[[0, ""W""]]",W__,wan,WAN,1,0,0,0,2
2025-11-06T01:16:48Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,6/27/2021_IUD,"Birth control option, briefly",IUD,IUD,3,29,[],[],___,ied,IED,0,0,0,0,2
2025-11-06T01:17:00Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,9/25/2016_SEDANS,Carried chairs,SEDANS,SEDANS,6,14,"[0, 2, 3, 4]","[[0, ""S""], [2, ""D""], [3, ""A""], [4, ""N""]]",S_DAN_,sedans,SEDANS,1,0,0,0,2
2025-11-06T01:17:10Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,7/11/2018_HUBS,O'Hare and LAX,HUBS,HUBS,4,14,[1],"[[1, ""U""]]",_U__,,,0,0,0,0,0
2025-11-06T01:17:13Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,11/4/2019_LOIS,"___ Lane, lover of Superman",LOIS,LOIS,4,27,"[0, 1, 3]","[[0, ""L""], [1, ""O""], [3, ""S""]]",LO_S,lois,LOIS,1,0,0,0,1
2025-11-06T01:17:16Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,3/24/2020_ORDEAL,Trying experience,ORDEAL,ORDEAL,6,17,"[1, 2, 5]","[[1, ""R""], [2, ""D""], [5, ""L""]]",_RD__L,ordeal,ORDEAL,1,0,0,0,3
2025-11-06T01:17:24Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,6/18/2021_THOU,Grand,THOU,THOU,4,5,[0],"[[0, ""T""]]",T___,,,0,0,0,0,0
2025-11-06T01:17:34Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,8/4/2018_OBIT,End note?,OBIT,OBIT,4,9,[],[],____,,,0,0,0,0,0
2025-11-06T01:17:42Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,3/31/2017_OZARKS,Range that's home to Ha Ha Tonka State Park,OZARKS,OZARKS,6,43,"[3, 4, 5]","[[3, ""R""], [4, ""K""], [5, ""S""]]",___RKS,ozarks,OZARKS,1,0,0,0,3
2025-11-06T01:17:46Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,11/24/2016_TEE,Stylized Tesla logo,TEE,TEE,3,19,"[0, 2]","[[0, ""T""], [2, ""E""]]",T_E,tee,TEE,1,0,0,0,1
2025-11-06T01:17:48Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,11/22/2016_STE,"Sault ___ Marie, Ont.",STE,STE,3,21,[0],"[[0, ""S""]]",S__,san,SAN,0,0,0,0,0
2025-11-06T01:17:53Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,4/10/2021_AUJUS,French menu phrase,AUJUS,AUJUS,5,18,"[0, 1, 3, 4]","[[0, ""A""], [1, ""U""], [3, ""U""], [4, ""S""]]",AU_US,,,0,0,0,0,0
2025-11-06T01:18:04Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,10/12/2019_DIALTONE,Sound around a cradle,DIALTONE,DIALTONE,8,21,"[0, 2, 4, 6, 7]","[[0, ""D""], [2, ""A""], [4, ""T""], [6, ""N""], [7, ""E""]]",D_A_T_NE,,,0,0,0,0,0
2025-11-06T01:18:14Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,5/13/2019_ESSEN,German industrial city,ESSEN,ESSEN,5,22,[],[],_____,,,0,0,0,0,0
2025-11-06T01:18:21Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,2/28/2016_AEROBE,Oxygen-dependent bacterium,AEROBE,AEROBE,6,26,"[0, 4]","[[0, ""A""], [4, ""B""]]",A___B_,amoeba,AMOEBA,0,0,0,0,0
2025-11-06T01:18:28Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,8/20/2018_TRAP,Mouse catcher,TRAP,TRAP,4,13,"[2, 3]","[[2, ""A""], [3, ""P""]]",__AP,trap,TRAP,1,0,0,0,2
2025-11-06T01:18:30Z,2cf50371-d137-41a2-997b-cfef7d8d7e26,5/19/2020_CERA,"Actor Michael of ""Juno""",CERA,CERA,4,23,[],[],____,cera,CERA,1,0,0,0,4
2025-11-06T04:39:52Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,2/24/2020_CRATE,What a pet may be transported in,CRATE,CRATE,5,32,"[0, 1, 2, 4]","[[0, ""C""], [1, ""R""], [2, ""A""], [4, ""E""]]",CRA_E,crate,CRATE,1,0,0,0,1
2025-11-06T04:39:56Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,8/6/2020_BLACKHOLE,Outer space phenomenon photographed for the first time in 2019,BLACKHOLE,BLACKHOLE,9,62,"[0, 1, 2, 3, 6, 8]","[[0, ""B""], [1, ""L""], [2, ""A""], [3, ""C""], [6, ""O""], [8, ""E""]]",BLAC__O_E,blackhole,BLACKHOLE,1,0,0,0,3
2025-11-06T04:39:59Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,11/28/2019_ANIL,Dark blue,ANIL,ANIL,4,9,[],[],____,cyan,CYAN,0,0,0,0,0
2025-11-06T04:40:02Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,1/7/2016_BOOTH,Diner option,BOOTH,BOOTH,5,12,"[1, 2, 3, 4]","[[1, ""O""], [2, ""O""], [3, ""T""], [4, ""H""]]",_OOTH,booth,BOOTH,1,0,0,0,1
2025-11-06T04:40:05Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,5/17/2020_CREATINE,Popular performance-enhancing supplement for athletes,CREATINE,CREATINE,8,53,"[0, 1, 2, 3, 4, 6, 7]","[[0, ""C""], [1, ""R""], [2, ""E""], [3, ""A""], [4, ""T""], [6, ""N""], [7, ""E""]]",CREAT_NE,creatine,CREATINE,1,0,0,0,1
2025-11-06T04:40:08Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,5/15/2018_OPUS,*Magnum ___,OPUS,OPUS,4,11,[],[],____,opus,OPUS,1,0,0,0,4
2025-11-06T04:40:19Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,12/22/2017_TALLAHASSEE,Major U.S. city with three pairs of double letters in its name,TALLAHASSEE,TALLAHASSEE,11,62,"[0, 1, 2, 3, 5, 6, 7, 10]","[[0, ""T""], [1, ""A""], [2, ""L""], [3, ""L""], [5, ""H""], [6, ""A""], [7, ""S""], [10, ""E""]]",TALL_HAS__E,tallahassee,TALLAHASSEE,1,0,0,0,3
2025-11-06T04:40:22Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,8/4/2017_DRUB,Rout,DRUB,DRUB,4,4,[3],"[[3, ""B""]]",___B,drub,DRUB,1,0,0,0,3
2025-11-06T04:40:27Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,8/2/2021_MORONIC,Completely stupid,MORONIC,MORONIC,7,17,"[0, 2, 4]","[[0, ""M""], [2, ""R""], [4, ""N""]]",M_R_N__,moronic,MORONIC,1,0,0,0,4
2025-11-06T04:40:36Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,12/28/2018_PICA,"12 points, typographically",PICA,PICA,4,26,"[1, 2]","[[1, ""I""], [2, ""C""]]",_IC_,,,0,0,0,0,0
2025-11-06T04:40:42Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,5/14/2020_INSTA,"Popular photo app, informally",INSTA,INSTA,5,29,"[1, 3, 4]","[[1, ""N""], [3, ""T""], [4, ""A""]]",_N_TA,insta,INSTA,1,0,0,0,2
2025-11-06T04:40:51Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,10/31/2021_WINORLOSE,Regardless of the outcome,WINORLOSE,WINORLOSE,9,25,[],[],_________,,,0,0,0,0,0
2025-11-06T04:40:53Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,9/1/2016_ENO,Music producer Brian,ENO,ENO,3,20,"[0, 2]","[[0, ""E""], [2, ""O""]]",E_O,eno,ENO,1,0,0,0,1
2025-11-06T04:41:04Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,6/29/2021_ONERATE,A fixed fee,ONERATE,ONERATE,7,11,"[1, 4, 5, 6]","[[1, ""N""], [4, ""A""], [5, ""T""], [6, ""E""]]",_N__ATE,,,0,0,0,0,0
2025-11-06T04:41:08Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,6/28/2020_TOOL,"Level, for one",TOOL,TOOL,4,14,[3],"[[3, ""L""]]",___L,,,0,0,0,0,0
2025-11-06T04:41:10Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,1/16/2017_DIVOT,Golfer's gouge,DIVOT,DIVOT,5,14,"[0, 1, 2, 3]","[[0, ""D""], [1, ""I""], [2, ""V""], [3, ""O""]]",DIVO_,divot,DIVOT,1,0,0,0,1
2025-11-06T04:41:13Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,12/30/2016_DOTE,Show adoration,DOTE,DOTE,4,14,"[0, 1, 2]","[[0, ""D""], [1, ""O""], [2, ""T""]]",DOT_,dote,DOTE,1,0,0,0,1
2025-11-06T04:41:16Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,11/21/2019_BEAMS,Grins,BEAMS,BEAMS,5,5,"[0, 4]","[[0, ""B""], [4, ""S""]]",B___S,beams,BEAMS,1,0,0,0,3
2025-11-06T04:41:24Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,11/5/2016_TAKEN,Occupied,TAKEN,TAKEN,5,8,"[2, 3]","[[2, ""K""], [3, ""E""]]",__KE_,taken,TAKEN,1,0,0,0,3
2025-11-06T04:41:28Z,76eaf00e-2929-4743-80e5-70419b0fb4b5,9/18/2016_VISA,Aid for one going places?,VISA,VISA,4,25,"[0, 2, 3]","[[0, ""V""], [2, ""S""], [3, ""A""]]",V_SA,visa,VISA,1,0,0,0,1
2025-11-06T16:50:12Z,8943910d-e19f-4b25-a21b-f73be5dcd889,9/17/2018_EVIL,Wicked,EVIL,EVIL,4,6,[],[],____,vile,VILE,0,0,0,0,0
2025-11-06T16:50:15Z,8943910d-e19f-4b25-a21b-f73be5dcd889,10/9/2019_AGAIN,"""Could you repeat that?""",AGAIN,AGAIN,5,24,[0],"[[0, ""A""]]",A____,again,AGAIN,1,0,0,0,4
2025-11-06T16:50:29Z,8943910d-e19f-4b25-a21b-f73be5dcd889,4/29/2016_ASIDE,Fourth-wall breaker,ASIDE,ASIDE,5,19,[],[],_____,,,0,0,0,0,0
2025-11-06T16:50:37Z,8943910d-e19f-4b25-a21b-f73be5dcd889,9/4/2018_AMAS,You love: Lat.,AMAS,AMAS,4,14,"[1, 2]","[[1, ""M""], [2, ""A""]]",_MA_,amat,AMAT,0,0,0,0,1
2025-11-06T16:50:40Z,8943910d-e19f-4b25-a21b-f73be5dcd889,10/13/2021_SCALIA,Justice who died in 2016,SCALIA,SCALIA,6,24,"[0, 1, 2, 3]","[[0, ""S""], [1, ""C""], [2, ""A""], [3, ""L""]]",SCAL__,scalia,SCALIA,1,0,0,0,2
2025-11-06T16:50:46Z,8943910d-e19f-4b25-a21b-f73be5dcd889,3/10/2016_REDD,"Foxx of ""Sanford and Son""",REDD,REDD,4,25,"[0, 2]","[[0, ""R""], [2, ""D""]]",R_D_,redd,REDD,1,0,0,0,2
2025-11-06T16:50:54Z,8943910d-e19f-4b25-a21b-f73be5dcd889,4/19/2020_ONAIR,Like some personalities,ONAIR,ONAIR,5,23,"[0, 2]","[[0, ""O""], [2, ""A""]]",O_A__,ovate,OVATE,0,0,0,0,0
2025-11-06T16:51:04Z,8943910d-e19f-4b25-a21b-f73be5dcd889,4/27/2021_TAINT,Apt letters missing from con_ _m_ _a_e,TAINT,TAINT,5,38,"[2, 4]","[[2, ""I""], [4, ""T""]]",__I_T,,,0,0,0,0,0
2025-11-06T16:51:12Z,8943910d-e19f-4b25-a21b-f73be5dcd889,5/3/2016_CORAL,"With 32-Across, place to snorkel",CORAL,CORAL,5,32,[],[],_____,,,0,0,1,0,0
2025-11-06T16:51:14Z,8943910d-e19f-4b25-a21b-f73be5dcd889,12/17/2017_SLIT,"Buttonhole, e.g.",SLIT,SLIT,4,16,"[0, 1]","[[0, ""S""], [1, ""L""]]",SL__,slot,SLOT,0,0,0,0,1
2025-11-06T16:51:21Z,8943910d-e19f-4b25-a21b-f73be5dcd889,10/29/2021_EMIRS,Some world leaders,EMIRS,EMIRS,5,18,"[2, 3, 4]","[[2, ""I""], [3, ""R""], [4, ""S""]]",__IRS,amirs,AMIRS,0,0,0,0,1
2025-11-06T16:51:28Z,8943910d-e19f-4b25-a21b-f73be5dcd889,9/6/2018_ICHOR,"Blood of the gods, in Greek myth",ICHOR,ICHOR,5,32,"[1, 2]","[[1, ""C""], [2, ""H""]]",_CH__,ochre,OCHRE,0,0,0,0,0
2025-11-06T16:51:38Z,8943910d-e19f-4b25-a21b-f73be5dcd889,3/1/2019_CARAMIA,Foreign term of endearment,CARAMIA,CARAMIA,7,26,"[1, 3, 5]","[[1, ""A""], [3, ""A""], [5, ""I""]]",_A_A_I_,,,0,0,0,0,0
2025-11-06T16:51:46Z,8943910d-e19f-4b25-a21b-f73be5dcd889,11/29/2017_ANJOU,Pear variety,ANJOU,ANJOU,5,12,"[0, 3, 4]","[[0, ""A""], [3, ""O""], [4, ""U""]]",A__OU,,,0,0,0,0,0
2025-11-06T16:51:48Z,8943910d-e19f-4b25-a21b-f73be5dcd889,1/18/2016_CADENCE,Rhythm,CADENCE,CADENCE,7,6,"[0, 2, 3, 4, 5]","[[0, ""C""], [2, ""D""], [3, ""E""], [4, ""N""], [5, ""C""]]",C_DENC_,cadence,CADENCE,1,0,0,0,2
2025-11-06T16:51:55Z,8943910d-e19f-4b25-a21b-f73be5dcd889,2/18/2018_PIEROGI,Polish dumpling,PIEROGI,PIEROGI,7,15,"[4, 6]","[[4, ""O""], [6, ""I""]]",____O_I,pierogi,PIEROGI,1,0,0,0,5
2025-11-06T16:51:59Z,8943910d-e19f-4b25-a21b-f73be5dcd889,7/15/2018_KILLERBEE,Compliment to a champion speller?,KILLERBEE,KILLERBEE,9,33,"[0, 1, 2, 3, 4, 5, 7, 8]","[[0, ""K""], [1, ""I""], [2, ""L""], [3, ""L""], [4, ""E""], [5, ""R""], [7, ""E""], [8, ""E""]]",KILLER_EE,killerbee,KILLERBEE,1,0,0,0,1
2025-11-06T16:52:03Z,8943910d-e19f-4b25-a21b-f73be5dcd889,7/2/2018_ZEST,Lemon rind part,ZEST,ZEST,4,15,[0],"[[0, ""Z""]]",Z___,zest,ZEST,1,0,0,0,3
2025-11-06T16:52:06Z,8943910d-e19f-4b25-a21b-f73be5dcd889,12/24/2019_DOOR,Way in or out,DOOR,DOOR,4,13,[],[],____,door,DOOR,1,0,0,0,4
2025-11-06T16:52:12Z,8943910d-e19f-4b25-a21b-f73be5dcd889,10/5/2020_FTMEADE,Md. home to the U.S. Cyber Command,FTMEADE,FTMEADE,7,34,"[4, 5, 6]","[[4, ""A""], [5, ""D""], [6, ""E""]]",____ADE,,,0,0,0,0,0
2025-11-06T16:52:19Z,8943910d-e19f-4b25-a21b-f73be5dcd889,12/2/2016_ALLEGE,State,ALLEGE,ALLEGE,6,5,[],[],______,assert,ASSERT,0,0,0,0,2
2025-11-06T16:52:22Z,8943910d-e19f-4b25-a21b-f73be5dcd889,1/12/2021_EDDY,Small whirlpool,EDDY,EDDY,4,15,[],[],____,eddy,EDDY,1,0,0,0,4
2025-11-06T16:52:25Z,8943910d-e19f-4b25-a21b-f73be5dcd889,10/11/2016_MOSS,Growth on the forest floor,MOSS,MOSS,4,26,[],[],____,moss,MOSS,1,0,0,0,4
2025-11-06T16:52:28Z,8943910d-e19f-4b25-a21b-f73be5dcd889,7/4/2016_DECO,See 2-Down,DECO,DECO,4,10,"[0, 2]","[[0, ""D""], [2, ""C""]]",D_C_,,,0,0,1,0,0
2025-11-06T16:52:31Z,8943910d-e19f-4b25-a21b-f73be5dcd889,9/30/2017_MAGIC,Study at Hogwarts,MAGIC,MAGIC,5,17,"[1, 3, 4]","[[1, ""A""], [3, ""I""], [4, ""C""]]",_A_IC,magic,MAGIC,1,0,0,0,2
2025-11-06T16:52:52Z,33ac1d10-d192-4d2f-995f-98536ec5536a,5/26/2016_IOWA,Its eastern and western borders are formed entirely by rivers,IOWA,IOWA,4,61,"[0, 1]","[[0, ""I""], [1, ""O""]]",IO__,iowa,IOWA,1,0,0,0,2
2025-11-06T16:53:01Z,33ac1d10-d192-4d2f-995f-98536ec5536a,12/6/2018_EVANS,Lily Potter's maiden name in the Harry Potter books,EVANS,EVANS,5,51,[3],"[[3, ""N""]]",___N_,,,0,0,0,0,0
2025-11-06T16:54:34Z,93ee1d3d-3a4c-4843-913e-2d6d7ee3fab2,10/2/2016_TOSH,Comedy Central host Daniel,TOSH,TOSH,4,26,[],[],____,tosh,TOSH,1,0,0,0,4
2025-11-06T16:54:40Z,93ee1d3d-3a4c-4843-913e-2d6d7ee3fab2,7/15/2021_LACROSSE,Sport with Native American origins,LACROSSE,LACROSSE,8,34,"[1, 6]","[[1, ""A""], [6, ""S""]]",_A____S_,lacrosse,LACROSSE,1,0,0,0,6
2025-11-06T16:54:45Z,93ee1d3d-3a4c-4843-913e-2d6d7ee3fab2,1/17/2019_OXES,Dumb ___ (oafs),OXES,OXES,4,15,[3],"[[3, ""S""]]",___S,,,0,0,0,0,0
2025-11-06T16:54:48Z,93ee1d3d-3a4c-4843-913e-2d6d7ee3fab2,11/26/2017_SAL,___ ammoniac,SAL,SAL,3,12,[],[],___,,,0,0,0,0,0
2025-11-06T16:54:59Z,93ee1d3d-3a4c-4843-913e-2d6d7ee3fab2,10/8/2019_OMEARA,Mark who won the 1998 Masters,OMEARA,OMEARA,6,29,"[0, 2, 4]","[[0, ""O""], [2, ""E""], [4, ""R""]]",O_E_R_,oheara,OHEARA,0,0,0,0,2
2025-11-06T16:55:02Z,93ee1d3d-3a4c-4843-913e-2d6d7ee3fab2,1/30/2020_SPITE,Ill will,SPITE,SPITE,5,8,"[0, 2, 4]","[[0, ""S""], [2, ""I""], [4, ""E""]]",S_I_E,spite,SPITE,1,0,0,0,2
2025-11-06T16:55:11Z,93ee1d3d-3a4c-4843-913e-2d6d7ee3fab2,4/16/2018_NOWISER,Still uninformed,NOWISER,NOWISER,7,16,"[0, 1, 2, 4, 5, 6]","[[0, ""N""], [1, ""O""], [2, ""W""], [4, ""S""], [5, ""E""], [6, ""R""]]",NOW_SER,nowiser,NOWISER,1,0,0,0,1
